lead_time_days,avg_daily_rate_adr,total_stay_nights,special_requests_count,previous_cancellations_count,booking_channel_score,is_canceled
107,171.615,10,2,4,3,1
319,155.931,12,3,3,2,1
48,68.547,1,5,3,1,1
61,144.561,5,0,3,1,1
337,141.136,8,5,3,4,0
26,133.996,2,5,2,2,0
292,118.886,13,4,2,2,1
257,146.623,5,5,1,4,0
8,147.893,12,3,3,4,0
113,94.342,8,0,4,4,1
355,138.201,10,3,0,1,0
253,112.424,14,1,1,4,1
180,60.511,5,2,0,1,1
207,97.536,2,5,0,4,0
303,57.452,3,4,3,2,1
127,159.204,6,0,4,2,1
56,134.236,11,4,0,4,0
214,105.78,11,4,0,4,0
14,176.821,5,4,1,1,1
28,122.72,11,5,4,3,1
78,62.751,4,0,4,1,1
216,102.421,4,0,0,2,1
365,185.314,5,4,4,4,0
154,93.221,2,2,1,2,1
14,131.009,9,5,1,3,0
187,149.755,2,5,1,1,0
312,143.598,10,3,3,2,1
7,217.978,2,5,0,1,0
3,72.948,10,4,4,4,0
111,76.941,14,1,1,2,1
238,73.61,9,4,0,3,0
363,108.163,14,0,0,1,1
239,163.975,3,5,3,1,1
274,78.731,10,5,4,3,1
294,164.534,7,3,4,2,1
227,121.405,4,1,1,2,0
15,75.64,13,5,1,1,1
192,49.945,13,3,0,3,1
119,58.897,6,3,4,1,1
28,93.366,14,1,4,1,1
202,113.234,4,4,1,4,0
39,173.843,10,4,2,2,0
273,151.964,7,4,0,2,0
231,86.442,1,2,4,4,0
86,136.347,3,4,3,2,0
126,186.062,13,1,3,2,1
300,194.957,3,2,2,2,0
25,107.424,1,4,1,3,0
145,158.332,6,2,1,4,0
13,175.598,13,1,1,1,1
212,59.717,11,4,3,3,1
25,99.504,14,0,1,1,1
68,208.801,9,5,3,4,0
67,107.959,8,1,2,4,0
233,35.0,11,3,0,4,0
109,115.162,7,3,4,2,1
146,164.985,10,1,2,3,1
111,120.26,8,3,3,4,0
228,148.615,6,1,2,1,1
111,157.529,9,0,4,2,1
34,105.803,3,1,0,2,0
111,99.224,10,4,4,3,0
264,126.138,10,4,3,3,1
236,127.111,9,2,4,3,1
83,122.163,4,3,2,2,1
42,123.806,7,5,1,4,0
101,90.058,13,3,2,1,1
6,150.011,9,1,3,4,0
180,143.969,2,5,0,1,0
282,66.56,2,5,4,4,0
320,104.434,9,3,0,3,0
226,123.723,12,5,3,1,1
315,98.627,13,5,4,2,1
365,145.495,3,4,2,1,1
229,117.325,9,0,2,2,1
289,126.763,13,1,3,4,0
150,103.972,5,3,4,3,0
277,40.271,6,4,2,1,1
198,37.986,2,2,3,2,1
70,143.584,8,5,3,4,0
112,130.676,11,5,0,3,0
4,137.546,9,3,2,3,0
350,125.379,2,0,4,3,1
331,128.583,6,0,2,4,0
318,158.761,6,3,2,4,0
350,137.785,8,3,2,4,0
95,161.636,10,4,3,3,0
152,126.858,12,3,1,1,1
311,107.985,5,2,1,2,1
137,127.768,9,4,0,4,0
247,86.553,1,5,2,1,1
243,104.806,9,5,1,2,1
31,127.103,10,5,0,3,0
40,126.573,7,5,3,1,1
229,115.743,4,1,2,3,0
36,64.473,3,2,4,2,1
223,145.456,14,4,3,4,0
6,153.369,10,4,0,3,0
322,185.748,11,5,3,1,1
220,137.671,14,0,4,4,1
75,120.058,6,4,3,1,1
4,79.479,12,2,0,2,0
335,179.681,13,3,4,2,1
134,129.913,1,2,4,4,0
118,127.735,3,5,3,1,1
94,109.838,2,5,4,1,1
62,107.281,11,1,3,1,1
194,147.531,13,4,2,1,1
335,79.142,9,4,4,2,1
203,185.017,3,4,3,1,1
26,176.301,13,5,2,2,0
173,105.838,2,4,4,1,1
300,85.445,4,0,2,1,1
133,39.392,14,0,4,3,1
326,69.943,2,3,0,3,0
118,149.196,1,4,0,1,0
324,132.614,6,1,3,2,1
275,139.746,10,3,1,1,1
212,46.177,8,5,0,3,0
225,104.167,10,4,1,1,1
20,174.691,10,0,2,3,1
113,116.159,2,1,2,1,1
140,69.108,14,3,1,4,0
47,115.536,9,1,3,1,1
1,89.159,13,4,4,2,1
90,133.347,3,2,1,3,0
142,120.822,8,1,1,4,0
320,141.732,12,1,1,3,0
38,71.283,8,5,1,3,0
293,102.051,3,0,1,2,1
139,163.617,3,4,3,1,0
356,65.829,12,1,0,2,1
333,79.876,6,4,4,1,1
259,127.972,1,0,0,4,0
161,131.469,4,5,1,2,0
178,100.446,1,4,0,2,0
10,108.863,14,0,3,3,1
261,141.329,3,0,2,2,0
138,153.985,9,3,0,1,0
172,77.231,14,5,4,2,1
13,134.573,14,5,3,2,1
168,180.481,5,4,2,4,0
130,115.364,12,2,3,1,1
84,76.806,5,3,1,3,0
321,74.956,11,5,2,1,1
319,113.571,4,0,4,4,0
101,161.434,3,5,2,1,0
329,118.37,5,2,4,1,1
273,127.569,14,1,1,2,1
265,80.146,11,1,4,2,1
38,159.325,4,5,3,1,0
94,74.174,8,5,0,1,0
95,99.82,4,3,3,3,0
305,145.197,11,5,3,4,0
69,38.423,12,2,2,2,1
318,126.958,8,5,1,2,0
236,78.437,6,4,0,2,0
334,120.662,14,2,4,2,1
137,105.918,12,3,2,1,1
76,204.233,11,4,1,1,0
35,104.275,5,4,0,3,0
1,193.706,4,1,3,2,0
296,143.478,4,2,1,2,0
320,87.942,12,4,1,1,1
60,133.232,4,3,1,3,0
320,107.824,11,1,3,1,1
349,129.686,13,4,4,2,1
328,91.444,13,2,2,2,1
267,187.607,9,1,4,4,1
361,157.016,4,2,0,4,0
229,121.271,12,2,2,4,0
270,189.165,9,2,0,3,0
316,122.971,13,1,3,1,1
286,163.905,10,4,4,2,1
291,121.532,6,5,1,2,0
213,135.756,10,0,2,3,1
165,116.742,13,4,1,2,0
5,123.812,7,1,0,2,1
339,126.821,12,0,1,1,1
78,93.211,10,0,1,4,0
62,103.957,3,0,3,4,0
132,111.33,8,5,3,3,0
89,129.188,3,3,4,4,1
237,118.777,1,1,0,4,0
42,166.921,13,5,3,3,1
89,153.885,13,5,3,3,0
296,112.147,10,3,4,4,1
328,175.271,12,0,2,1,1
295,194.921,5,3,4,3,1
104,38.247,2,3,1,2,0
14,157.292,10,5,1,3,0
288,92.281,14,1,3,2,1
179,152.03,6,2,3,3,0
125,169.53,13,3,4,3,1
353,84.92,10,3,4,4,1
23,45.907,9,0,0,4,1
63,153.417,1,0,1,4,0
143,125.416,14,5,4,1,1
153,53.262,13,0,2,4,1
145,221.183,4,4,0,4,0
225,144.977,1,3,4,3,0
309,146.804,1,0,3,3,1
104,174.633,8,1,4,1,1
104,96.767,14,4,3,2,1
39,125.218,14,5,3,3,0
198,67.227,13,2,1,3,1
134,95.682,14,3,1,2,1
67,135.426,11,3,4,1,1
179,53.389,2,1,4,3,1
42,94.548,1,2,2,4,0
15,82.883,11,2,0,1,1
111,125.684,8,5,0,2,0
157,142.988,4,5,4,2,0
289,149.686,3,4,1,4,0
231,159.953,13,3,2,4,0
157,174.885,12,0,0,4,0
38,144.29,4,5,4,1,0
97,195.493,14,1,1,2,1
289,124.78,11,1,1,4,0
254,113.067,5,1,1,4,0
196,144.292,1,5,3,2,0
86,111.344,14,5,1,3,0
322,194.103,11,1,4,1,1
10,165.239,1,5,2,3,0
5,150.011,3,0,4,4,0
123,125.257,6,0,1,1,1
330,103.701,1,4,2,3,0
353,148.053,14,3,0,2,1
118,74.916,11,0,0,4,0
294,181.375,12,4,4,1,1
159,112.895,2,2,2,1,0
303,132.204,12,3,4,1,1
228,83.616,14,0,2,1,1
365,148.919,7,2,2,4,0
216,101.85,14,4,4,4,1
184,145.969,14,0,2,2,1
15,150.296,1,0,1,2,0
157,94.095,13,5,2,2,0
136,75.059,14,2,2,3,1
261,181.276,7,0,4,2,1
157,112.308,4,1,0,4,0
47,128.994,10,5,3,3,0
324,139.419,14,5,2,4,0
332,69.852,6,0,3,3,1
173,138.507,14,5,2,2,1
130,123.965,8,3,4,2,1
95,94.259,9,2,4,2,1
115,73.739,6,3,2,3,1
243,144.235,12,4,4,4,0
292,165.108,11,3,4,1,1
282,127.144,13,1,2,4,1
299,62.621,14,5,0,2,0
283,77.707,9,5,2,3,0
69,102.715,4,1,0,3,0
148,182.585,6,5,4,2,0
11,110.13,8,3,0,3,0
254,101.257,9,4,4,2,1
330,53.061,3,0,0,4,0
360,93.733,2,1,0,3,0
38,70.683,6,3,2,1,1
134,79.873,4,3,0,3,0
200,124.798,1,3,4,2,1
23,103.953,8,0,2,1,1
303,187.98,9,2,0,2,0
346,163.12,14,5,2,3,0
302,95.645,9,5,3,1,1
363,83.327,2,4,2,1,1
218,175.306,9,2,3,3,1
141,186.402,7,5,3,1,1
104,35.0,5,4,2,4,0
210,123.714,7,4,4,1,1
111,109.925,13,3,4,1,1
104,145.965,9,1,4,4,1
316,197.707,8,3,1,2,1
171,100.638,6,0,3,2,1
356,37.572,13,5,2,4,0
324,143.16,4,4,4,1,1
133,175.599,13,1,4,3,1
293,107.85,1,5,2,4,0
328,91.799,6,4,3,3,0
127,102.51,3,4,2,2,0
106,154.008,6,3,1,4,0
92,101.822,6,1,1,3,0
287,133.15,14,1,2,1,1
51,121.112,4,5,3,4,0
29,116.985,2,4,4,3,0
296,148.052,9,1,1,4,1
297,100.857,2,1,1,4,0
214,102.777,3,5,3,2,0
267,151.904,10,3,1,2,1
257,80.523,1,2,1,1,0
302,84.791,7,0,3,2,1
101,69.587,1,2,2,2,0
346,153.96,11,1,4,2,1
110,115.791,9,4,4,3,1
182,67.455,11,0,1,4,0
313,154.152,11,0,4,2,1
1,97.778,1,4,2,3,0
319,85.133,5,0,1,4,0
55,112.173,7,4,4,2,1
149,179.149,3,0,0,2,0
309,104.202,9,5,0,4,0
137,143.014,8,5,0,3,0
202,149.083,13,2,0,3,0
313,137.731,3,0,0,1,1
117,170.843,5,3,1,4,0
154,91.715,7,4,3,1,1
291,78.267,12,0,3,3,1
63,77.481,14,5,1,2,1
244,114.221,4,5,1,1,0
25,82.118,5,4,2,3,0
90,125.902,3,3,3,3,0
75,123.08,9,0,0,2,1
294,160.743,10,0,1,4,0
210,131.646,9,3,0,3,0
347,103.354,7,3,3,1,1
17,136.434,10,3,4,2,1
128,78.792,2,5,4,4,0
364,118.474,7,4,1,4,0
251,132.776,7,3,2,4,0
179,125.173,11,4,0,3,0
182,136.603,5,2,1,4,0
152,94.238,9,0,2,3,1
25,166.081,13,0,0,2,0
180,192.887,12,1,3,2,1
198,55.893,11,2,4,4,1
344,71.376,3,3,2,2,0
161,121.723,4,3,0,1,0
177,109.738,1,5,1,1,0
285,195.856,6,2,0,3,0
63,128.791,4,3,1,4,0
150,175.702,1,1,4,3,0
154,38.035,2,4,4,2,1
156,152.567,3,0,0,4,0
49,91.379,9,2,0,3,0
337,90.738,13,0,1,4,1
84,110.066,8,4,1,4,0
361,63.017,7,2,2,3,1
177,137.711,13,4,2,4,0
148,127.629,11,3,2,2,1
118,130.648,12,3,0,1,1
342,155.481,14,3,2,1,1
63,180.591,4,4,0,4,0
189,105.452,1,4,4,1,1
360,139.094,8,4,3,4,0
49,131.72,4,0,4,3,0
327,135.105,3,4,0,2,0
257,135.704,9,3,0,1,1
224,183.62,10,1,3,3,1
141,101.613,4,4,1,2,0
215,58.971,4,1,1,1,1
211,92.085,14,3,1,1,1
318,150.291,9,4,2,2,1
32,120.933,13,0,1,3,0
158,101.296,12,0,2,3,1
285,76.94,11,1,2,1,1
305,128.851,12,5,1,2,1
286,145.78,14,0,1,3,1
144,132.235,2,0,3,2,1
19,109.867,14,0,3,2,1
18,125.866,12,3,2,1,0
257,125.634,5,0,3,2,1
78,127.588,4,2,2,2,0
175,72.628,9,4,0,4,0
194,127.893,12,0,2,2,1
113,102.376,5,5,2,3,0
114,161.625,9,5,3,1,1
222,125.317,11,0,0,1,1
166,153.419,9,0,4,2,1
319,107.929,14,2,4,2,1
132,109.371,2,0,4,3,1
264,179.77,14,0,0,4,0
55,137.453,9,4,1,1,0
359,91.419,3,5,0,4,0
131,155.879,4,2,3,3,0
288,98.668,1,5,2,1,0
266,129.028,14,2,2,3,1
162,193.467,1,5,3,2,0
87,62.749,1,0,3,3,1
55,112.969,9,5,2,2,0
288,136.331,11,5,1,4,0
178,150.588,8,2,1,1,1
349,70.351,5,1,1,1,1
8,58.568,5,2,3,4,0
321,163.63,9,2,2,2,1
313,91.183,3,2,2,1,1
247,89.509,3,3,2,3,0
323,182.01,7,3,0,2,0
255,122.788,9,3,0,1,0
328,123.05,6,2,4,3,1
54,112.808,14,1,0,3,0
249,71.041,2,2,1,1,1
239,147.028,1,0,1,4,0
229,136.378,2,1,1,4,0
67,126.748,14,3,1,1,1
51,115.347,14,5,4,3,1
97,108.307,1,5,1,4,0
92,156.499,10,4,3,4,0
264,114.348,10,1,3,4,1
291,117.438,9,3,3,2,1
96,141.196,10,1,0,4,0
88,128.318,12,1,2,1,1
78,185.691,14,5,4,1,1
288,49.545,13,2,3,2,1
120,131.996,8,0,3,2,1
302,91.776,7,4,1,1,1
165,82.317,3,3,3,2,1
182,101.717,8,1,1,4,0
223,122.187,2,4,1,3,0
311,123.963,2,1,2,3,1
7,59.308,11,5,0,3,0
330,98.357,10,0,1,1,1
263,131.249,3,5,1,2,0
161,84.923,7,4,2,3,0
151,75.409,1,3,1,4,0
85,35.0,8,1,4,4,1
147,93.472,12,0,0,4,0
112,74.015,7,5,4,2,1
36,80.643,4,4,3,3,0
285,109.127,14,5,0,4,0
188,96.007,5,1,3,2,1
82,73.35,10,1,1,4,0
2,35.366,13,3,2,3,1
303,132.092,1,0,4,3,1
197,150.113,4,2,3,3,0
11,104.13,1,5,1,3,0
234,109.369,1,1,4,3,1
195,120.112,10,4,4,4,1
119,183.151,1,5,3,3,0
20,57.292,7,3,1,4,0
261,103.42,7,3,2,3,1
293,51.121,4,1,3,4,0
256,134.493,13,1,4,3,1
222,114.242,12,1,4,4,1
226,128.12,2,2,0,3,0
53,126.125,12,1,1,2,1
355,159.628,3,5,0,4,0
342,141.525,8,5,2,2,0
364,153.22,13,0,3,4,1
280,77.379,8,4,4,4,1
81,167.727,11,1,1,4,0
202,91.105,11,5,4,1,1
158,93.405,6,5,0,3,0
120,130.834,10,5,0,2,0
59,132.077,9,2,3,2,1
215,77.126,11,4,1,4,0
128,113.069,12,3,1,2,1
224,179.529,9,5,3,2,1
209,61.267,4,1,0,2,0
115,179.409,12,5,0,2,0
209,110.332,1,4,0,1,0
14,35.0,1,3,4,4,0
9,65.331,12,2,2,2,1
40,81.461,10,0,0,1,1
237,95.043,5,1,2,1,1
281,115.811,14,0,2,4,1
359,35.0,13,2,1,3,1
201,127.472,2,4,3,3,0
246,77.796,6,4,4,3,1
278,175.621,7,2,2,2,1
235,109.193,1,5,4,4,0
4,157.714,6,2,1,3,0
154,164.414,8,1,0,2,1
29,163.331,12,3,2,4,0
109,97.344,5,0,3,2,0
98,96.832,14,0,1,3,1
215,111.001,12,4,4,3,1
293,145.449,7,5,0,1,0
75,99.572,10,4,4,1,1
326,115.23,6,1,3,4,0
146,130.944,4,2,2,2,1
128,83.804,7,0,3,2,1
341,81.276,10,1,4,3,1
42,113.669,9,4,4,3,1
356,118.967,10,4,3,4,1
41,137.355,10,0,3,1,1
34,146.875,13,4,3,3,0
17,76.037,7,5,0,2,0
165,87.517,12,4,4,3,1
153,81.17,14,3,1,1,1
76,176.498,5,2,0,2,0
87,115.189,7,4,0,1,0
117,120.645,3,3,0,4,0
362,122.311,2,1,1,4,0
342,91.373,11,4,3,1,1
27,182.571,5,5,4,2,0
313,136.441,4,1,2,1,1
287,121.584,5,4,2,3,0
134,75.79,8,0,4,3,1
219,73.523,12,3,1,1,1
168,107.644,4,3,2,3,0
98,92.0,9,0,0,1,1
268,77.302,7,2,2,3,1
237,105.162,10,5,4,1,1
309,111.343,13,3,0,3,0
173,125.671,12,1,2,2,1
190,99.843,7,5,4,2,1
122,79.696,13,3,1,3,0
46,81.083,13,2,4,1,1
64,168.519,8,1,1,3,0
130,69.93,12,5,0,4,0
310,134.527,6,1,4,4,1
363,140.782,8,0,3,1,1
193,115.149,3,4,3,3,0
307,190.713,10,0,3,3,1
181,140.069,10,5,3,2,1
292,193.716,14,4,3,1,1
282,93.957,1,0,1,4,0
29,94.642,6,4,4,4,0
149,141.101,1,3,0,1,0
267,109.541,9,1,3,4,1
296,187.427,14,4,3,1,1
11,133.668,2,3,0,4,0
164,78.217,11,2,0,4,0
113,50.527,2,0,3,1,1
187,116.87,7,2,1,1,1
295,116.435,2,5,0,4,0
232,132.551,10,3,4,4,1
227,168.428,8,2,4,2,1
310,163.165,6,2,1,3,0
98,96.844,14,3,2,1,1
55,68.247,7,1,1,1,1
111,70.635,7,4,3,3,1
152,90.528,6,5,2,2,0
246,105.331,10,5,3,4,1
69,132.202,11,0,4,4,1
312,87.961,9,4,0,2,0
289,131.216,13,0,3,2,1
250,134.482,9,5,4,3,1
36,125.734,7,4,1,3,0
239,74.855,9,2,3,4,1
148,138.713,13,1,4,2,1
227,203.251,10,2,0,2,0
244,129.836,3,1,3,4,0
337,35.0,3,3,4,4,1
365,169.635,1,0,3,4,0
201,91.89,5,0,0,4,0
154,210.629,4,3,3,4,0
73,124.655,2,4,3,3,0
201,52.612,9,3,4,4,1
296,37.412,3,5,2,2,1
17,181.59,8,3,3,1,1
129,164.236,6,1,2,3,0
217,209.041,14,5,1,2,0
61,120.437,13,3,3,1,1
104,117.739,5,0,2,3,0
42,104.691,1,2,1,4,0
25,93.668,4,1,4,3,1
39,104.303,3,1,3,4,0
291,128.699,1,4,4,4,0
131,86.244,12,2,1,4,0
229,53.228,5,1,4,1,1
108,126.395,6,3,4,3,1
172,85.352,2,1,0,4,0
102,35.0,14,1,1,2,1
354,142.103,3,1,4,3,0
12,75.678,11,4,2,2,1
275,146.472,14,1,1,1,1
101,145.514,6,1,0,1,1
44,131.344,4,4,3,3,0
305,219.873,9,5,4,1,1
17,114.478,5,2,2,1,0
330,108.574,4,5,0,3,0
57,147.347,2,0,1,2,1
311,117.782,6,4,4,4,1
303,166.42,10,4,0,3,0
12,69.248,2,1,0,3,0
318,69.913,12,1,2,4,1
80,150.632,13,0,3,2,1
216,73.408,7,1,3,4,1
339,144.364,3,3,3,4,0
264,134.8,9,1,1,2,1
149,92.22,11,1,0,2,0
81,134.687,5,3,1,4,0
215,70.616,8,0,0,4,0
198,80.004,11,3,2,3,1
200,110.512,6,4,2,2,1
25,123.157,14,3,1,1,1
89,107.854,12,2,1,2,1
268,137.325,10,4,2,4,1
143,135.539,8,1,4,4,1
59,181.175,13,4,3,4,0
365,116.189,13,0,3,4,1
26,167.783,11,0,2,1,1
47,156.829,12,3,3,2,1
288,211.759,3,4,4,1,1
266,114.91,3,1,4,1,1
16,103.186,5,0,0,4,0
199,170.308,11,5,1,1,1
282,135.417,10,1,3,4,0
86,171.266,3,5,4,4,0
250,148.672,8,2,1,4,0
270,35.73,10,5,1,1,1
335,135.053,13,0,0,4,0
117,132.449,12,3,1,1,1
7,125.324,14,2,1,2,1
137,114.71,8,4,2,4,0
176,56.314,2,1,0,3,0
328,154.967,12,0,0,3,0
315,134.951,4,2,3,3,0
215,164.078,10,2,1,3,0
82,58.45,13,0,3,3,1
223,140.285,1,4,4,1,1
103,110.614,4,4,1,2,0
273,125.752,12,3,4,1,1
14,111.074,13,5,2,4,0
159,141.744,13,4,1,2,0
152,113.485,11,3,3,2,1
108,77.923,13,5,3,2,1
188,123.457,4,2,1,2,0
301,111.433,10,0,3,3,1
98,116.664,9,4,1,4,0
131,35.0,3,3,0,2,0
293,147.305,2,2,3,2,1
171,107.413,9,4,1,3,0
183,66.074,9,1,1,1,1
364,156.903,1,2,3,1,1
39,145.455,6,4,0,1,0
15,106.907,10,2,3,4,0
4,73.913,8,0,1,1,1
349,127.121,3,0,0,2,0
210,124.924,11,0,4,3,1
161,156.973,9,5,2,3,0
16,102.251,2,1,3,1,1
108,167.797,6,0,1,3,0
311,98.39,1,1,0,2,1
227,66.167,13,0,0,1,1
170,74.709,7,5,4,2,1
34,117.504,3,2,3,4,0
251,117.379,7,4,0,2,0
247,133.114,4,4,4,2,1
269,116.385,9,0,1,2,1
141,159.093,5,4,4,2,1
274,109.556,3,0,3,4,0
96,40.149,8,0,4,1,1
227,115.156,6,3,0,2,0
39,39.729,2,3,0,1,0
302,130.856,3,3,2,3,0
29,162.288,8,1,4,2,1
318,80.551,10,3,1,2,1
245,176.742,7,0,3,3,0
236,153.713,10,5,2,1,1
185,168.259,6,5,4,4,0
272,127.583,14,2,1,2,0
236,80.289,1,3,2,3,0
239,151.233,9,5,0,3,0
266,95.016,3,3,3,2,1
359,124.715,14,2,4,1,1
340,113.146,5,5,1,1,0
65,164.988,7,0,0,2,1
177,149.213,7,1,2,3,0
3,116.777,3,3,3,2,1
142,41.936,4,5,2,4,0
158,94.591,10,5,2,4,0
324,148.169,7,2,1,1,1
146,131.204,8,0,0,4,0
293,59.871,2,4,4,3,0
153,47.736,9,5,1,4,0
193,127.82,7,1,3,2,1
73,77.718,13,2,2,3,0
305,81.568,8,5,3,1,1
344,146.904,6,5,1,1,0
140,168.09,6,2,1,4,0
187,89.972,9,2,4,1,1
293,118.21,4,3,2,2,0
61,117.03,11,5,1,3,0
198,113.432,11,4,3,2,1
295,121.624,5,1,4,2,1
319,150.26,9,0,3,2,1
302,93.043,1,0,2,2,0
344,58.989,4,4,4,3,1
11,187.6,7,2,4,3,1
62,163.577,11,2,4,2,1
333,75.854,9,2,0,2,0
226,125.425,14,5,4,1,1
153,160.428,13,2,3,1,1
199,149.962,11,2,3,3,1
52,138.481,12,5,2,1,1
260,113.191,13,5,1,3,1
59,189.092,10,4,1,3,0
72,128.834,6,3,0,4,0
148,99.402,12,5,4,3,1
349,154.843,8,1,0,1,1
63,123.842,13,2,2,4,0
310,133.992,9,3,2,1,1
243,128.126,10,0,1,3,0
330,139.871,4,4,2,3,0
107,80.862,1,3,4,2,1
226,61.956,14,5,3,3,1
313,177.365,8,2,2,4,0
218,129.983,2,2,0,3,0
241,150.834,11,2,4,2,1
259,49.61,1,3,2,3,0
262,162.667,13,2,2,3,1
5,99.141,7,5,4,3,0
261,87.751,12,3,2,2,1
54,117.465,10,2,3,1,1
47,80.881,9,0,1,3,0
215,119.931,11,0,4,4,1
177,114.546,12,1,0,2,1
9,162.416,12,2,2,4,0
99,180.534,9,2,1,3,0
20,179.261,3,3,0,2,0
241,35.0,6,3,0,3,0
61,82.593,7,2,3,4,1
178,35.0,14,1,1,2,1
338,72.258,10,2,4,1,1
62,94.019,9,5,1,1,0
145,136.422,2,3,1,1,1
216,99.203,8,2,0,3,0
3,100.317,14,3,3,2,1
160,127.271,7,2,3,4,0
227,51.628,4,4,1,4,0
269,86.456,2,3,1,3,0
120,99.858,8,1,2,3,0
89,111.904,11,4,0,4,0
329,123.078,5,5,4,2,1
68,180.026,6,2,4,3,1
357,156.333,14,5,3,2,1
98,89.228,11,3,0,4,0
267,109.547,7,4,3,2,1
105,106.822,10,5,4,1,1
323,99.434,1,1,1,4,0
123,130.901,8,3,0,1,0
29,45.609,4,4,0,4,0
137,155.229,13,5,2,1,1
195,187.742,9,4,1,2,0
226,109.206,1,4,1,4,0
332,108.425,11,5,3,4,1
170,126.282,2,0,0,1,0
9,160.775,14,2,3,2,1
40,107.028,6,3,1,4,0
25,157.358,11,3,2,3,0
261,139.54,10,3,0,1,1
226,214.464,11,4,1,4,0
124,106.854,14,5,2,2,1
38,40.96,1,2,4,2,1
328,62.682,4,1,1,2,1
251,120.477,8,3,4,2,1
176,161.115,10,5,3,1,0
90,93.9,5,2,4,4,1
37,110.763,13,2,1,1,1
316,147.394,9,0,4,1,1
176,81.391,11,5,0,2,0
284,95.549,11,3,1,3,1
81,73.291,6,4,2,2,0
114,167.129,1,2,4,3,0
40,181.667,6,2,0,1,0
301,56.823,6,1,3,2,1
224,114.313,13,0,3,2,1
318,176.29,6,2,4,1,1
349,135.948,8,2,3,2,1
115,100.43,6,4,2,4,0
186,58.154,5,4,1,3,0
323,166.118,11,1,0,3,0
56,134.421,2,5,4,3,0
40,61.081,4,1,3,2,0
354,167.596,14,1,1,4,1
40,55.984,10,4,2,2,1
347,111.181,5,5,3,3,0
237,109.415,10,4,3,2,1
289,184.735,4,0,0,3,0
262,109.558,2,3,2,1,1
216,109.414,7,3,2,3,1
147,65.477,10,0,4,1,1
336,94.384,10,3,0,1,1
168,87.308,2,5,4,1,1
92,89.391,1,4,0,3,0
353,120.251,14,3,2,4,1
59,35.0,5,5,0,3,0
59,59.591,12,4,0,2,1
304,115.559,13,5,0,2,0
169,124.85,1,0,1,4,0
269,110.663,1,1,1,4,0
363,118.368,1,0,2,4,0
45,103.635,6,3,0,1,0
345,119.26,9,4,2,4,0
181,137.366,10,5,1,4,0
170,137.085,13,3,0,4,0
356,92.442,11,3,4,3,1
191,156.604,12,1,1,2,1
155,126.284,1,3,1,2,0
188,169.289,5,1,1,4,0
7,177.315,9,4,0,2,0
133,62.291,14,4,3,3,0
235,85.639,9,5,4,2,1
45,152.542,1,1,4,1,1
314,53.404,8,0,2,3,1
249,176.807,1,4,0,2,0
31,106.245,8,5,1,2,0
23,143.001,1,0,3,3,0
160,115.344,12,4,0,2,0
363,64.304,5,4,0,2,0
158,162.222,8,5,3,4,0
39,230.029,6,5,1,1,0
82,99.4,9,2,0,3,0
356,107.106,1,3,4,4,0
258,35.0,9,3,4,2,1
206,174.06,1,0,3,3,1
77,156.471,10,3,1,3,0
12,50.665,10,0,3,1,1
295,37.405,3,4,0,1,0
224,42.031,1,2,4,3,1
13,145.807,3,2,2,1,1
46,149.8,12,4,3,1,1
155,83.067,11,5,2,2,1
113,139.97,13,1,2,1,1
233,126.355,2,1,4,1,1
17,105.309,2,3,3,4,0
360,158.808,9,5,2,2,1
223,71.803,8,0,0,2,1
354,165.902,1,2,1,3,0
188,90.859,12,3,1,1,1
344,191.261,14,4,4,4,1
365,79.788,4,5,3,4,0
163,105.937,13,2,3,2,1
326,122.343,1,0,1,1,1
74,122.093,1,0,0,4,0
233,139.633,12,1,1,3,1
224,68.573,12,3,1,1,1
319,118.508,4,4,3,1,1
60,125.525,2,2,2,1,1
335,98.89,3,0,0,4,0
222,136.162,11,2,3,2,1
37,66.145,9,4,1,2,0
278,106.942,2,2,2,3,0
196,89.873,4,3,0,4,0
352,107.063,1,1,4,1,1
242,177.881,2,2,0,3,0
324,178.658,5,5,0,3,0
219,170.817,14,1,1,2,1
192,101.51,10,4,1,1,1
17,156.305,1,1,4,1,1
12,124.494,11,2,4,4,1
193,121.824,7,2,4,4,1
22,116.906,4,5,3,4,0
120,190.337,6,0,3,3,0
210,174.634,8,5,1,1,0
306,149.796,13,2,1,2,1
270,113.188,6,1,4,3,1
192,121.582,14,5,3,3,0
175,141.223,2,5,2,2,0
285,99.136,1,0,3,2,1
204,157.533,8,2,1,4,0
164,83.15,8,2,3,2,1
251,135.674,9,4,1,2,0
227,35.0,6,0,4,2,1
7,97.975,12,4,4,2,1
29,203.107,1,4,4,4,0
33,161.448,14,4,2,3,0
134,181.419,9,3,2,1,1
79,93.308,12,4,1,1,0
58,124.151,13,5,0,3,0
26,171.28,14,1,2,1,1
226,145.324,3,5,1,1,0
285,140.343,11,5,3,3,1
4,185.223,6,2,4,1,1
99,78.382,10,3,4,1,1
39,112.63,13,4,4,3,1
271,49.837,10,2,1,1,1
285,76.196,11,0,4,2,1
157,162.967,12,0,2,3,1
75,83.306,14,2,3,4,1
288,149.421,9,1,4,1,1
130,186.339,11,2,1,4,0
175,112.882,13,2,3,1,1
84,140.795,3,3,4,2,1
22,149.732,5,0,0,3,0
27,71.14,13,0,4,4,1
195,95.342,14,4,2,3,0
337,79.854,5,5,3,4,0
